payer_name,payer_alias,state_or_region,line_of_business,document_title,document_type,document_url,source_page_url,discovery_path,file_type,policy_number,effective_date,last_updated_date,http_status,content_hash_sha256,file_size_bytes,requires_auth,render_mode,extraction_method,confidence_score,scrape_timestamp_utc,notes
UPMC Health Plan,UPMC,PA,Multiple,Physician-Patient Communication Guidelines,other,https://www.upmchealthplan.com/docs/providers/physician_patient.pdf,https://www.upmchealthplan.com/providers/medical/resources/guidelines/quality-assurance,seed:upmchealthplan.com > robots.txt > seed_path:/providers/medical/resources > redirect:www.upmchealthplan.com > index:/providers/medical/resources > anchor[text~='Telehealth Guidelines'] > index:/providers/medical/resources/guidelines > anchor[text~='Learn About Quality Assurance Guidelines'] > index:/providers/medical/resources/guidelines/quality-assurance > anchor[href$='.pdf'],other,,,,404,,,N,static,css_selector,0.25,2026-09-07T06:08:21Z,non-200 response (HTTP 404); URL was discovered via anchor but did not serve a document; document could not be retrieved (http_status 404); row kept as evidence of the attempt
UPMC Health Plan,UPMC,PA,Multiple,Childhood Nutrition and Weight Management Services for Recipients Under 21 Years of Age,bulletin,https://www.upmchealthplan.com/docs/providers/childobesity_MAbulletin.pdf,https://www.upmchealthplan.com/providers/medical/resources/guidelines/epsdt-guidelines,seed:upmchealthplan.com > robots.txt > seed_path:/providers/medical/resources > redirect:www.upmchealthplan.com > index:/providers/medical/resources > anchor[text~='Telehealth Guidelines'] > index:/providers/medical/resources/guidelines > anchor[text~='Learn About EPSDT Clinical & Operatio...'] > index:/providers/medical/resources/guidelines/epsdt-guidelines > anchor[href$='.pdf'],other,,,,404,,,N,static,css_selector,0.25,2026-09-07T06:08:22Z,non-200 response (HTTP 404); URL was discovered via anchor but did not serve a document; document could not be retrieved (http_status 404); row kept as evidence of the attempt
UPMC Health Plan,UPMC,PA,Multiple,Autism Treatment Plan,other,https://www.upmchealthplan.com/docs/providers/Autism_Treatment_Plan.pdf,https://www.upmchealthplan.com/providers/medical/resources/forms/medical-pa,seed:upmchealthplan.com > robots.txt > seed_path:/providers/medical/resources > redirect:www.upmchealthplan.com > index:/providers/medical/resources > anchor[text~='Medical Prior Authorization'] > index:/providers/medical/resources/forms/medical-pa > anchor[href$='.pdf'],other,,,,404,,,N,static,css_selector,0.25,2026-09-07T06:08:23Z,non-200 response (HTTP 404); URL was discovered via anchor but did not serve a document; document could not be retrieved (http_status 404); row kept as evidence of the attempt
UPMC Health Plan,UPMC,PA,Multiple,Provider Satisfaction Results,other,https://www.upmchealthplan.com/docs/providers/Survey_Results.pdf,https://www.upmchealthplan.com/providers/medical/resources/guidelines/quality-assurance,seed:upmchealthplan.com > robots.txt > seed_path:/providers/medical/resources > redirect:www.upmchealthplan.com > index:/providers/medical/resources > anchor[text~='Telehealth Guidelines'] > index:/providers/medical/resources/guidelines > anchor[text~='Learn About Quality Assurance Guidelines'] > index:/providers/medical/resources/guidelines/quality-assurance > anchor[href$='.pdf'],other,,,,404,,,N,static,css_selector,0.25,2026-09-07T06:08:24Z,non-200 response (HTTP 404); URL was discovered via anchor but did not serve a document; document could not be retrieved (http_status 404); row kept as evidence of the attempt
UPMC Health Plan,UPMC,PA,Multiple,Minimum Data Set (MDS),other,https://www.upmchealthplan.com/docs/providers/MDS.pdf,https://www.upmchealthplan.com/providers/medical/resources/guidelines/quality-assurance,seed:upmchealthplan.com > robots.txt > seed_path:/providers/medical/resources > redirect:www.upmchealthplan.com > index:/providers/medical/resources > anchor[text~='Telehealth Guidelines'] > index:/providers/medical/resources/guidelines > anchor[text~='Learn About Quality Assurance Guidelines'] > index:/providers/medical/resources/guidelines/quality-assurance > anchor[href$='.pdf'],other,,,,404,,,N,static,css_selector,0.25,2026-09-07T06:08:26Z,non-200 response (HTTP 404); URL was discovered via anchor but did not serve a document; document could not be retrieved (http_status 404); row kept as evidence of the attempt
UPMC Health Plan,UPMC,PA,Commercial,informational presentation,other,https://www.upmchealthplan.com/docs/providers/Identifying_and_Reporting_Fraud_Waste_Abuse.pdf,https://www.upmchealthplan.com/providers/medical/resources/guidelines/quality-assurance,seed:upmchealthplan.com > robots.txt > seed_path:/providers/medical/resources > redirect:www.upmchealthplan.com > index:/providers/medical/resources > anchor[text~='Telehealth Guidelines'] > index:/providers/medical/resources/guidelines > anchor[text~='Learn About Quality Assurance Guidelines'] > index:/providers/medical/resources/guidelines/quality-assurance > anchor[href$='.pdf'],other,,,,404,,,N,static,css_selector,0.25,2026-09-07T06:08:26Z,non-200 response (HTTP 404); URL was discovered via anchor but did not serve a document; document could not be retrieved (http_status 404); row kept as evidence of the attempt
UPMC Health Plan,UPMC,PA,Multiple,CMS 1500 Form,other,https://www.upmchealthplan.com/docs/providers/CMS_1500_form.pdf,https://www.upmchealthplan.com/providers/medical/resources/guidelines/epsdt-guidelines,seed:upmchealthplan.com > robots.txt > seed_path:/providers/medical/resources > redirect:www.upmchealthplan.com > index:/providers/medical/resources > anchor[text~='Telehealth Guidelines'] > index:/providers/medical/resources/guidelines > anchor[text~='Learn About EPSDT Clinical & Operatio...'] > index:/providers/medical/resources/guidelines/epsdt-guidelines > anchor[href$='.pdf'],other,,,,404,,,N,static,css_selector,0.25,2026-09-07T06:08:27Z,non-200 response (HTTP 404); URL was discovered via anchor but did not serve a document; document could not be retrieved (http_status 404); row kept as evidence of the attempt
UPMC Health Plan,UPMC,PA,Multiple,Childhood Nutrition and Weight Management Services Reminder,other,https://www.upmchealthplan.com/docs/providers/PROMISE_provquicktip.pdf,https://www.upmchealthplan.com/providers/medical/resources/guidelines/epsdt-guidelines,seed:upmchealthplan.com > robots.txt > seed_path:/providers/medical/resources > redirect:www.upmchealthplan.com > index:/providers/medical/resources > anchor[text~='Telehealth Guidelines'] > index:/providers/medical/resources/guidelines > anchor[text~='Learn About EPSDT Clinical & Operatio...'] > index:/providers/medical/resources/guidelines/epsdt-guidelines > anchor[href$='.pdf'],other,,,,404,,,N,static,css_selector,0.25,2026-09-07T06:08:28Z,non-200 response (HTTP 404); URL was discovered via anchor but did not serve a document; document could not be retrieved (http_status 404); row kept as evidence of the attempt
Highmark,Highmark,PA|WV|DE|NY,Medicare,Preferred Products for Medicare Advantage,medical_policy,https://providers.highmark.com/content/dam/highmark/en/providerresourcecenter/pdfs/all/documents/pdfs/policies-and-programs/medical-policies/preferred-products-for-medicare-advantage.pdf,https://securecms.highmark.com/content/medpolicy/en/highmark/pa/commercial/navigation/evicore-clinical-guidelines.html,seed:highmark.com > robots.txt > seed_path:https://securecms.highmark.com/content/medpolicy/en/highmark/pa/commercial.html > index:/content/medpolicy/en/highmark/pa/commercial.html > anchor[text~='Licensed Criteria'] > index:/content/medpolicy/en/highmark/pa/commercial/navigation/e... > anchor[href$='.pdf'],pdf,,,,200,dd9c7e4bb7c0bfd562b2b668f20e9900714fe3f987ec9ae42a0b5441e1e8284e,252887,N,static,css_selector|pdf_text,0.86,2026-09-07T06:09:52Z,
Highmark,Highmark,PA|WV|DE|NY,Commercial,Highmark Inc. Policy Protecting Competitively Sensitive Information,medical_policy,https://highmark.com/content/dam/digital-marketing/en/highmark/highmarkdotcom/pdfs/CSIPolicy.pdf,https://highmark.com/western-pennsylvania/medical-policy,seed:highmark.com > robots.txt > seed_path:/western-pennsylvania/medical-policy > index:/western-pennsylvania/medical-policy > anchor[href$='.pdf'],pdf,,,2017-01-23,200,6cec0aab331015274eef46d91b75b0f1d310c9ae3392cf4551c4f958f2aaa545,57118,N,static,css_selector|pdf_text|regex,0.89,2026-09-07T06:09:47Z,collapsed 1 near-duplicate URL(s) under the 'content_hash' rule (e.g. https://www.highmark.com/content/dam/digital-marketing/en/highmark/highmarkdotcom/pdfs/CSIPolicy.pdf)
Highmark,Highmark,PA|WV|DE|NY,Commercial,Highmark's Preferred Products for Oncology and Oncology Related Conditions,medical_policy,https://securecms.highmark.com/content/dam/medpolicy/en/highmark/evolent/HMK%20Preferred%20Products%20for%20Oncology%20.pdf,https://securecms.highmark.com/content/medpolicy/en/highmark/pa/commercial/navigation/evicore-clinical-guidelines.html,seed:highmark.com > robots.txt > seed_path:https://securecms.highmark.com/content/medpolicy/en/highmark/pa/commercial.html > index:/content/medpolicy/en/highmark/pa/commercial.html > anchor[text~='Licensed Criteria'] > index:/content/medpolicy/en/highmark/pa/commercial/navigation/e... > anchor[href$='.pdf'],pdf,,,,200,55418276822747b393e186b32842b850b8a8d827479d125b1aa8cf1932191454,175322,N,static,css_selector|pdf_text,0.81,2026-09-07T06:09:48Z,
Cigna Healthcare,Cigna,National,Medicare,Formulario de revisión del Costo máximo permitido (MAC) (en inglés) [PDF],other,https://www.cigna.com/static/www-cigna-com/docs/health-care-providers/form-cigna-mac-appeal.pdf,https://www.cigna.com/es-us/health-care-providers/pharmacy/formulary-drug-lists,seed:cigna.com > robots.txt > seed_path:/health-care-providers/pharmacy/formulary-drug-lists > redirect:www.cigna.com > index:/health-care-providers/pharmacy/formulary-drug-lists > anchor[text~='Español'] > index:/es-us/health-care-providers/pharmacy/formulary-drug-lists > anchor[href$='.pdf'],pdf,,,,200,a9d1b4e70b53f1b311db76972c20f801e7e77cc44d0018926625252c615267ba,72783,N,static,css_selector|pdf_text,0.72,2026-09-07T06:08:27Z,redirected to https://legacy.cigna.com/static/www-cigna-com/docs/health-care-providers/form-cigna-mac-appeal.pdf
Cigna Healthcare,Cigna,National,Medicare,MAC Pricing Appeal Form - Providers,pa_form,https://www.cigna.com/static/www-cigna-com/docs/health-care-providers/form-provider-pricing-appeal-rev-12-21-15.pdf,https://www.cigna.com/es-us/health-care-providers/pharmacy/formulary-drug-lists,seed:cigna.com > robots.txt > seed_path:/health-care-providers/pharmacy/formulary-drug-lists > redirect:www.cigna.com > index:/health-care-providers/pharmacy/formulary-drug-lists > anchor[text~='Español'] > index:/es-us/health-care-providers/pharmacy/formulary-drug-lists > anchor[href$='.pdf'],pdf,,,,200,534b86e7cc0f88d32ae45b3d2127e0729f826b6ff004be33fb5319f21c8bdbfd,331560,N,static,css_selector|pdf_text,0.86,2026-09-07T06:08:27Z,redirected to https://legacy.cigna.com/static/www-cigna-com/docs/health-care-providers/form-provider-pricing-appeal-rev-12-21-15.pdf
Cigna Healthcare,Cigna,National,Multiple,Lista de medicamentos con receta de 3 niveles [PDF],formulary,https://www.cigna.com/static/www-cigna-com/es-us/docs/ifp/cigna-national-preferred-formulary-abridged.pdf,https://www.cigna.com/es-us/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/es-us/individuals-families/member-guide/prescription-dru... > anchor[href$='.pdf'],pdf,,,,200,3050817fb75551164cbe3301dac6c922d6a98df75a5904d500af11af56c00402,106032,N,static,css_selector|pdf_text,0.86,2026-09-07T06:08:28Z,
Cigna Healthcare,Cigna,TX,Multiple,Texas - Summary of Formulary Benefits Flyer [PDF],formulary,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-26-rx-tx-971335-texas-flyer.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,,200,ef6588b9e6147b08bdd856f988e8c912c01fcdb6cc0b4b71edbd265989aa85da,106241,N,static,css_selector|pdf_text,0.86,2026-09-07T06:08:29Z,
Cigna Healthcare,Cigna,National,Commercial,3 Tier Abridged [PDF],formulary,https://www.cigna.com/static/www-cigna-com/docs/ifp/cigna-national-preferred-formulary-abridged.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,,200,7bd749626418b4158af3f6280951f940d9c4fd0258d98780c043b0ec150b6a20,139762,N,static,css_selector|pdf_text,0.86,2026-09-07T06:08:30Z,
Cigna Healthcare,Cigna,National,Multiple,IFP Prescription Drug List Changes [PDF],drug_list,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-26-rx-all-989894-2026-ifp-prescription-drug-list-changes.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,,200,ac6b1f715ae2b03fe3e7ef1b0871bd2af8707f512f1de96f5f047dd839d22334,1287085,N,static,css_selector|pdf_text,0.86,2026-09-07T06:08:35Z,
Cigna Healthcare,Cigna,National,Multiple,Cigna Premiere 5 Tier Prescription Drug List AZ [PDF],formulary,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-26-rx-az-989888-cigna-rx-premiere-5-tier-pdl.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,2025-07-01,200,8a0e9e74303bf072c12c892ce897e2a96af0ad0814ac458fba12c16df33638c2,2712699,N,static,css_selector|pdf_text|regex,0.89,2026-09-07T06:08:38Z,
Cigna Healthcare,Cigna,National,Multiple,Cigna Essential 5 Tier Prescription Drug List CO [PDF],formulary,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-26-rx-co-989873-cigna-rx-essential-5-tier-pdl.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,2025-07-01,200,ceeb9a156cecfa6f9c9a20427d6abc1baa5ce2143da25debdd754250988e4b98,2633981,N,static,css_selector|pdf_text|regex,0.89,2026-09-07T06:08:46Z,
Cigna Healthcare,Cigna,National,Multiple,Cigna Plus 5 Tier Prescription Drug List FL [PDF],formulary,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-26-rx-fl-989875-cigna-rx-plus-5-tier-pdl.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,2025-07-01,200,edf8ce74cfb95892029da7817ec856a53983fa544f0b13d605b3efd22c40036d,2592513,N,static,css_selector|pdf_text|regex,0.89,2026-09-07T06:08:48Z,
Cigna Healthcare,Cigna,National,Exchange,Cigna Plus 5 Tier Prescription Drug List GA [PDF],formulary,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-26-rx-ga-989876-cigna-rx-plus-5-tier-pdl.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,2025-07-01,200,52974d2d520e57ff20b4439863a3fe7faec95e555b747115964c04c4aa997de4,2585419,N,static,css_selector|pdf_text|regex,0.89,2026-09-07T06:08:47Z,
Cigna Healthcare,Cigna,National,Multiple,Cigna Plus 5 Tier Prescription Drug List IL [PDF],formulary,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-26-rx-il-989878-cigna-rx-plus-5-tier-pdl.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,2025-07-01,200,465abc6edbcc3840a1432572ac7df1e885d33d8d0ef53248a1f97c802b11278c,3038125,N,static,css_selector|pdf_text|regex,0.89,2026-09-07T06:08:49Z,
Cigna Healthcare,Cigna,National,Multiple,Cigna Premiere 5 Tier Prescription Drug List IN [PDF],formulary,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-26-rx-in-989890-cigna-rx-premiere-5-tier-pdl.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,2025-07-01,200,b3983b3955e51c9a5130a9920831c8441018175de4347e70676c3fe6c419e301,2585025,N,static,css_selector|pdf_text|regex,0.89,2026-09-07T06:08:51Z,
Cigna Healthcare,Cigna,National,Multiple,Cigna Plus 5 Tier Prescription Drug List MS [PDF],formulary,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-26-rx-ms-989880-cigna-rx-plus-5-tier-pdl.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,2025-07-01,200,a8b4c6d8265dd7d194f3e5fd3483e375c9e8af5fc664f30f60d05293d45fd008,2702757,N,static,css_selector|pdf_text|regex,0.89,2026-09-07T06:08:52Z,
Cigna Healthcare,Cigna,National,Multiple,Cigna Plus 5 Tier Prescription Drug List NC [PDF],formulary,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-26-rx-nc-989882-cigna-rx-plus-5-tier-pdl.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,2025-07-01,200,1b4ef2235535a246c90adf4c017832d16a02b74da53b0bc99455ff22ade73d00,2616717,N,static,css_selector|pdf_text|regex,0.89,2026-09-07T06:08:54Z,
Cigna Healthcare,Cigna,National,Multiple,Cigna Plus 5 Tier Prescription Drug List TN [PDF],formulary,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-26-rx-tn-989884-cigna-rx-plus-5-tier-pdl.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,2025-07-01,200,79310522d7ef6b237645c6e522b87f21bedd05edc74a928af3dc332501a05f9d,2569076,N,static,css_selector|pdf_text|regex,0.89,2026-09-07T06:08:54Z,
Cigna Healthcare,Cigna,National,Multiple,Cigna Plus 5 Tier Prescription Drug List TX [PDF],formulary,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-26-rx-tx-989886-cigna-rx-plus-5-tier-pdl.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,2025-07-01,200,bdfb745594e226555d55ad8a9f4f6fedfef7bf686e8db1436d0ff872fc6649ca,2719709,N,static,css_selector|pdf_text|regex,0.89,2026-09-07T06:09:05Z,
Cigna Healthcare,Cigna,National,Commercial,Cigna Premiere 5 Tier Prescription Drug List VA [PDF],formulary,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-26-rx-va-989892-cigna-rx-premiere-5-tier-pdl.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,2025-07-01,200,353f51dc8037c9b4e1e8489824ed58989e3b302cde82712f4dffad3fd41a8141,2685984,N,static,css_selector|pdf_text|regex,0.89,2026-09-07T06:09:02Z,
Cigna Healthcare,Cigna,National,Multiple,Cigna Premiere 4 Tier Prescription Drug List AZ [PDF],formulary,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-26-rx-az-989887-cigna-rx-premiere-4-tier-pdl.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,2025-07-01,200,3c5ae78d10f29026d0c7332405409f950fd5885f7cc0990bcb4811cd705e85b1,2712947,N,static,css_selector|pdf_text|regex,0.89,2026-09-07T06:09:03Z,
Cigna Healthcare,Cigna,National,Multiple,Cigna Plus 4 Tier Prescription Drug List FL [PDF],formulary,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-26-rx-fl-989874-cigna-rx-plus-4-tier-pdl.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,2025-07-01,200,00d4f79c412b3501228cfb16e17edad606f47b0eedf65241b56635dc2cd06715,2591316,N,static,css_selector|pdf_text|regex,0.89,2026-09-07T06:09:08Z,
Cigna Healthcare,Cigna,National,Multiple,Cigna Plus 4 Tier Prescription Drug List IL [PDF],formulary,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-26-rx-il-989877-cigna-rx-plus-4-tier-pdl.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,2025-07-01,200,f03e70f8f8535a59d95d658a7b8ff55ce908ed311c2953c59648bbce78a8bd79,3057623,N,static,css_selector|pdf_text|regex,0.89,2026-09-07T06:09:05Z,
Cigna Healthcare,Cigna,National,Multiple,Cigna Premiere 4 Tier Prescription Drug List IN [PDF],formulary,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-26-rx-in-989889-cigna-rx-premiere-4-tier-pdl.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,2025-07-01,200,efddf2f4afd814851bd3b19db47160eb6c20b9e6d6c4c6169e6653b84f49dc47,2588806,N,static,css_selector|pdf_text|regex,0.89,2026-09-07T06:09:08Z,
Cigna Healthcare,Cigna,National,Multiple,Cigna Plus 4 Tier Prescription Drug List MS [PDF],formulary,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-26-rx-ms-989879-cigna-rx-plus-4-tier-pdl.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,2025-07-01,200,b020004ab588530994f7e310b4ed1f16fd6f992a9c4605f13cb9d2e854f170f5,2722228,N,static,css_selector|pdf_text|regex,0.89,2026-09-07T06:09:14Z,
Cigna Healthcare,Cigna,National,Multiple,Cigna Plus 4 Tier Prescription Drug List NC [PDF],formulary,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-26-rx-nc-989881-cigna-rx-plus-4-tier-pdl.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,2025-07-01,200,c422f8fba651bb3f9baa65078eb4bc9423d7fc94affb7ad0e89a92e43c970cc3,2613893,N,static,css_selector|pdf_text|regex,0.89,2026-09-07T06:09:11Z,
Cigna Healthcare,Cigna,National,Multiple,Cigna Plus 4 Tier Prescription Drug List TN [PDF],formulary,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-26-rx-tn-989883-cigna-rx-plus-4-tier-pdl.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,2025-07-01,200,a5883582c292c7898ef3c725811ef39c724550bbb585307b813017d7f58d20d6,2734735,N,static,css_selector|pdf_text|regex,0.89,2026-09-07T06:09:23Z,
Cigna Healthcare,Cigna,National,Multiple,Cigna Plus 4 Tier Prescription Drug List TX [PDF],formulary,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-26-rx-tx-989885-cigna-rx-plus-4-tier-pdl.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,2025-07-01,200,8be6cc210f392b2d2b4eaa4e044cd5438a9a85ab50a0cb6f56cadb0023e13f88,2714360,N,static,css_selector|pdf_text|regex,0.89,2026-09-07T06:09:22Z,
Cigna Healthcare,Cigna,National,Multiple,Cigna Essential 4 Tier Prescription Drug List VA [PDF],formulary,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-26-rx-va-989891-cigna-rx-premiere-4-tier-pdl.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,2025-07-01,200,4e68b6638f489bf8dfa6331db5712b84c43846304e0967df6fd99aa54aef589b,2684052,N,static,css_selector|pdf_text|regex,0.89,2026-09-07T06:09:22Z,
Cigna Healthcare,Cigna,AZ,Commercial,Arizona 5 Tier Pharmacy Drug List [PDF],formulary,https://www.cigna.com/static/www-cigna-com/docs/small-group/csg-26-rx-az-cigna-5-tier-pdl.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,2025-07-01,200,1433ac62462f757509029c2170e45b6d6d212a792168be1f46eee1c56931447c,3798530,N,static,css_selector|pdf_text|regex,0.89,2026-09-07T06:09:24Z,
Cigna Healthcare,Cigna,GA,Commercial,Georgia 5 Tier Pharmacy Drug List [PDF],formulary,https://www.cigna.com/static/www-cigna-com/docs/small-group/csg-26-rx-ga-cigna-5-tier-pdl.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,2025-07-01,200,ce02c8041904102a9be63fb9237055e21e4e7cbdeef25227626ece57570e56e7,3794778,N,static,css_selector|pdf_text|regex,0.89,2026-09-07T06:09:28Z,
Cigna Healthcare,Cigna,TN,Commercial,Tennessee 5 Tier Pharmacy Drug List [PDF],formulary,https://www.cigna.com/static/www-cigna-com/docs/small-group/csg-26-rx-tn-cigna-5-tier-pdl.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,2025-07-01,200,20481c3684b0f261942d78af5ccd403b70bbbcb02d917d399c869029b66029d1,3367252,N,static,css_selector|pdf_text|regex,0.89,2026-09-07T06:09:30Z,
Cigna Healthcare,Cigna,National,Commercial,Preventive Drug List for Cigna Healthcare Small Group Plans [PDF],drug_list,https://www.cigna.com/static/www-cigna-com/docs/small-group/csg-26-rx-all-ga-tn-preventive-drug-list.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,,200,5f854f306711387c6282fa7a68cb7bcd0060ab90eda597632943e4f35d98b654,858441,N,static,css_selector|pdf_text,0.86,2026-09-07T06:09:28Z,
Cigna Healthcare,Cigna,National,Exchange,PPACA No Cost-Share Preventive Drug List [PDF],drug_list,https://www.cigna.com/static/www-cigna-com/docs/ifp/hcr-prev-coverage-zero-dollar-ppaca-preventive.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,,200,caab348e83b01901b6e758242911772263d23681693e2481a15a38a9b88bee8e,131436,N,static,css_selector|pdf_text,0.86,2026-09-07T06:09:26Z,
