payer_name,payer_alias,state_or_region,line_of_business,document_title,document_type,document_url,source_page_url,discovery_path,file_type,policy_number,effective_date,last_updated_date,http_status,content_hash_sha256,file_size_bytes,requires_auth,render_mode,extraction_method,confidence_score,scrape_timestamp_utc,notes
UnitedHealthcare,UHC,MD,Medicaid,"Prior Authorization Requirements for Maryland - Effective Sept. 1, 2026 - UnitedHealthcare Community Plan of Maryland",bulletin,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/md/prior-authorization/MD-UHCCP-Prior-Authorization-Effective-9-1-2026.pdf,https://www.uhcprovider.com/en/health-plans-by-state/maryland-health-plans/md-comm-plan-home/md-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Maryland'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/maryland-health-plans/md-comm-p... > anchor[href$='.pdf'],pdf,,2026-09-01,,200,dc300904d0993b0f2ada45274d99574eefcc0836d23125325a033309df4ebee8,639760,N,static,css_selector|pdf_text|regex,0.86,2026-09-07T06:09:01Z,
UnitedHealthcare,UHC,MA,Medicaid,"Prior Authorization Requirements for Massachusetts Senior Care Options - Effective Nov 1, 2025",bulletin,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/ma/prior-authorization-and-notification/MA-UHCCP-Prior-Authorization-11-1-2025.pdf,https://www.uhcprovider.com/en/health-plans-by-state/massachusetts-health-plans/ma-comm-plan-home/ma-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Massachusetts'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/massachusetts-health-plans/ma-c... > anchor[href$='.pdf'],pdf,,2025-11-01,,200,082010ab9ccd8e3024bf2721d630b79982a8b1d5dbf8af99a2f4e580a1c95b57,453476,N,static,css_selector|pdf_text|regex,0.94,2026-09-07T06:09:04Z,collapsed 1 near-duplicate URL(s) under the 'title' rule (e.g. https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/ma/prior-authorization-and-notification/MA-UHCCP-Prior-Authorization-10-1-2025.pdf)
UnitedHealthcare,UHC,MA,Medicaid,"Prior Authorization Requirements for Massachusetts Senior Care Options - Effective July 1, 2025",bulletin,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/ma/prior-authorization-and-notification/MA-UHCCP-Prior-Authorization-7-1-2025.pdf,https://www.uhcprovider.com/en/health-plans-by-state/massachusetts-health-plans/ma-comm-plan-home/ma-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Massachusetts'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/massachusetts-health-plans/ma-c... > anchor[href$='.pdf'],pdf,,2025-07-01,,200,4170357288ab16f43b2b5436345186d26ee6e3e39e31138b4dcb4d645a66795a,425373,N,static,css_selector|pdf_text|regex,0.94,2026-09-07T06:09:08Z,collapsed 3 near-duplicate URL(s) under the 'title' rule (e.g. https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/ma/prior-authorization-and-notification/MA-UHCCP-Prior-Authorization-Effective-4-1-2025.pdf)
UnitedHealthcare,UHC,MA,Medicaid,"Prior authorization requirements for Massachusetts OneCare - Effective Nov 1, 2025",bulletin,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/ma/prior-authorization-and-notification/MA-UHCCP-OneCare-Prior-Authorization-11-1-2025.pdf,https://www.uhcprovider.com/en/health-plans-by-state/massachusetts-health-plans/ma-comm-plan-home/ma-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Massachusetts'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/massachusetts-health-plans/ma-c... > anchor[href$='.pdf'],pdf,,2025-11-01,,200,9533c3277441bf94b93cdede439ea70de22922479ae7c6d50595beb760adeb1a,490201,N,static,css_selector|pdf_text|regex,0.94,2026-09-07T06:09:14Z,
UnitedHealthcare,UHC,MA,Medicaid,"Prior authorization requirements for Massachusetts OneCare - Effective July 1, 2025",bulletin,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/ma/prior-authorization-and-notification/MA-UHCCP-OneCare-Prior-Authorization-7-1-2025.pdf,https://www.uhcprovider.com/en/health-plans-by-state/massachusetts-health-plans/ma-comm-plan-home/ma-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Massachusetts'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/massachusetts-health-plans/ma-c... > anchor[href$='.pdf'],pdf,,2025-07-01,,200,fe3d9e36ea218cfa7c3020ffffbbb7f2b3ea6111b39c34e72b9513a7ebf80682,430066,N,static,css_selector|pdf_text|regex,0.94,2026-09-07T06:09:15Z,collapsed 9 near-duplicate URL(s) under the 'title' rule (e.g. https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/ma/prior-authorization-and-notification/MA-UHCCP-Prior-Authorization-Effective-3-1-2025.pdf)
UnitedHealthcare,UHC,MI,Medicaid,"UnitedHealthcare Community Plan Prior Authorization Requirements Michigan Medicaid, Healthy Michigan Plan (HMP), and Children’s Special Health Care Services (CSHCS) - Effective July 1, 2026",bulletin,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/mi/prior-authorization/MI-UHCCP-PA-Medicaid-Health-CSHCS-7-1-2026.pdf,https://www.uhcprovider.com/en/health-plans-by-state/michigan-health-plans/mi-comm-plan-home/mi-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Michigan'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/michigan-health-plans/mi-comm-p... > anchor[href$='.pdf'],pdf,,2026-07-01,,200,e3ee1e6259bc82ea066df3fa0b04d1fb52f0da08dd63356c39f4ed36169a5675,682871,N,static,css_selector|pdf_text|regex,0.86,2026-09-07T06:09:27Z,collapsed 11 near-duplicate URL(s) under the 'title' rule (e.g. https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/mi/prior-authorization/MI-UHCCP-PA-Medicaid-Health-CSHCS-6-1-2026.pdf)
UnitedHealthcare,UHC,MI,Medicaid,Michigan 2025 annual prior authorization summary - UnitedHealthcare Community Plan of Michigan,pa_list,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/mi/prior-authorization/MI-UHCCP-PA-Summary-2025.pdf,https://www.uhcprovider.com/en/health-plans-by-state/michigan-health-plans/mi-comm-plan-home/mi-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Michigan'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/michigan-health-plans/mi-comm-p... > anchor[href$='.pdf'],pdf,,,,200,0b610d63cf30ff92f2a10ba62fa7b990816d95f1c21f4300deab0248b4b54619,253414,N,static,css_selector|pdf_text,0.78,2026-09-07T06:09:28Z,
UnitedHealthcare,UHC,MN,Medicaid,"Prior Authorization Requirements for Minnesota Metro Medicaid - Effective October 1, 2024 - UnitedHealthcare Community Plan of Minnesota",bulletin,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/mn/prior-auth/MN-UHCCP-Prior-Auth-Eff-10-1-2024.pdf,https://www.uhcprovider.com/en/health-plans-by-state/minnesota-health-plans/mn-comm-plan-home/mn-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Minnesota'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/minnesota-health-plans/mn-comm-... > anchor[href$='.pdf'],pdf,,2024-10-01,,200,e24fde5e45749d101044cea143b95967aa13c7de1e20b1104def4a10ce919d98,618464,N,static,css_selector|pdf_text|regex,0.86,2026-09-07T06:09:29Z,
UnitedHealthcare,UHC,MS,Medicaid,"UnitedHealthcare Community Plan Prior Authorization Mississippi CHIP - Effective January 1, 2025",bulletin,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/ms/prior-authorization-and-notification/MS-CHIP-eff-1-1-25.pdf,https://www.uhcprovider.com/en/health-plans-by-state/mississippi-health-plans/ms-comm-plan-home/ms-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Mississippi'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/mississippi-health-plans/ms-com... > anchor[href$='.pdf'],pdf,,,,200,f0c9ceb0dec2d4a6fbfcad0082269a561ea9f698bffcee5fbde6d5ad6b55a4ee,512488,N,static,css_selector|pdf_text,0.86,2026-09-07T06:09:35Z,collapsed 5 near-duplicate URL(s) under the 'title' rule (e.g. https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/ms/prior-authorization-and-notification/MS-CHIP-eff-4-1-25.pdf)
UnitedHealthcare,UHC,MS,Medicaid,"UnitedHealthcare Community Plan Prior Authorization MississippiCAN - Effective January 1, 2025",bulletin,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/ms/prior-authorization-and-notification/MS-CAN-eff-1-1-25.pdf,https://www.uhcprovider.com/en/health-plans-by-state/mississippi-health-plans/ms-comm-plan-home/ms-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Mississippi'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/mississippi-health-plans/ms-com... > anchor[href$='.pdf'],pdf,,,,200,d27a914f7f1bf919bacde2bad36ba984687b7d223064dce849822e1f6aa8329f,545023,N,static,css_selector|pdf_text,0.86,2026-09-07T06:09:40Z,collapsed 5 near-duplicate URL(s) under the 'title' rule (e.g. https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/ms/prior-authorization-and-notification/MS-CAN-eff-4-1-25.pdf)
UnitedHealthcare,UHC,MS,Multiple,Mississippi Annual Prior Authorization Summary 2025,bulletin,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/ms/prior-authorization-and-notification/MS-2025-UHC-Prior-Authorization-Data.pdf,https://www.uhcprovider.com/en/health-plans-by-state/mississippi-health-plans/ms-comm-plan-home/ms-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Mississippi'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/mississippi-health-plans/ms-com... > anchor[href$='.pdf'],pdf,,,,200,45278c4e6c8befa078eaff0b4b304b49f20fefb0abc3b472fae80f57fa421dd0,557943,N,static,css_selector|pdf_text,0.86,2026-09-07T06:09:44Z,
UnitedHealthcare,UHC,MS,Multiple,commplan/ms/prior-authorization-and-notification,bulletin,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/ms/prior-authorization-and-notification/MS-2024-UHC-Prior-Authorization-Data.pdf,https://www.uhcprovider.com/en/health-plans-by-state/mississippi-health-plans/ms-comm-plan-home/ms-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Mississippi'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/mississippi-health-plans/ms-com... > anchor[href$='.pdf'],pdf,,,,200,39a42f71b831fe5515f79a5f0f0caf56a4cd1946d0520edbab55f9dae404e662,671115,N,static,css_selector|pdf_text,0.86,2026-09-07T06:09:45Z,
UnitedHealthcare,UHC,MO,Medicaid,"Prior authorization requirements for Missouri Medicaid effective July 1, 2026",bulletin,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/mo/prior-authorization/MO-UHCCP-Prior-Authorization-7-1-2026.pdf,https://www.uhcprovider.com/en/health-plans-by-state/missouri-health-plans/mo-comm-plan-home/mo-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Missouri'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/missouri-health-plans/mo-comm-p... > anchor[href$='.pdf'],pdf,,2026-07-01,,200,6c6a8c91d96ecce2d82f684bb3cead89615dc127f99af3b707be6ed6a4b4ddce,411927,N,static,css_selector|pdf_text|regex,0.86,2026-09-07T06:09:46Z,collapsed 3 near-duplicate URL(s) under the 'title' rule (e.g. https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/mo/prior-authorization/MO-UHCCP-Prior-Authorization-6-1-2026.pdf)
UnitedHealthcare,UHC,NE,Medicaid,"UnitedHealthcare Community Plan Prior Authorization Requirements Nebraska - Effective July 1, 2026",bulletin,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/ne/prior-authorization/NE-UHCCP-Prior-Authorization-Effective-7-1-2026.pdf,https://www.uhcprovider.com/en/health-plans-by-state/nebraska-health-plans/ne-comm-plan-home/ne-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Nebraska'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/nebraska-health-plans/ne-comm-p... > anchor[href$='.pdf'],pdf,,2026-07-01,,200,e260fed74ee0ceb734234d7cd422d2546b4f5a4983b639c652d5567a03f946b5,487471,N,static,css_selector|pdf_text|regex,0.86,2026-09-07T06:09:47Z,collapsed 10 near-duplicate URL(s) under the 'title' rule (e.g. https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/ne/prior-authorization/NE-UHCCP-Prior-Authorization-Effective-6-1-2026.pdf)
UnitedHealthcare,UHC,NJ,Medicaid,"UnitedHealthcare Community Plan Prior Authorization for New Jersey - Effective Sept. 1, 2026",bulletin,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/nj/prior-authorization/NJ-UHCCP-Prior-Authorization-Effective-9.1.2026.pdf,https://www.uhcprovider.com/en/health-plans-by-state/new-jersey-health-plans/nj-comm-plan-home/nj-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='New Jersey'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/new-jersey-health-plans/nj-comm... > anchor[href$='.pdf'],pdf,,2026-09-01,,200,aadd771a22537e2196a2fc77b7e43c595ad6cac062ace30fd718c30da5bbc378,557913,N,static,css_selector|pdf_text|regex,0.86,2026-09-07T06:09:49Z,
UnitedHealthcare,UHC,NY,Medicaid,"UnitedHealthcare Community Plan of New York Prior Authorization Requirements - Effective July 1, 2026",bulletin,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/ny/prior-authorization-and-notification/NY-UHCCP-PA-Eff-7-1-2026.pdf,https://www.uhcprovider.com/en/health-plans-by-state/new-york-health-plans/ny-comm-plan-home/ny-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='New York'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/new-york-health-plans/ny-comm-p... > anchor[href$='.pdf'],pdf,,2026-07-01,,200,1785e102f530c409e1f541cdc74367c40d76cf2ee3e3dccab3165d929864554b,843776,N,static,css_selector|pdf_text|regex,0.94,2026-09-07T06:09:49Z,collapsed 7 near-duplicate URL(s) under the 'title' rule (e.g. https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/ny/prior-authorization-and-notification/NY-UHCCP-PA-Eff-6-1-2026.pdf)
UnitedHealthcare,UHC,NC,Medicaid,"UnitedHealthcare Community Plan of North Carolina Prior Authorization Requirements - Behavioral Health - Effective October 1, 2025",other,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/nc/prior-authorization/NC-BH-PA-10-1-2025.pdf,https://www.uhcprovider.com/en/health-plans-by-state/north-carolina-health-plans/nc-comm-plan-home/nc-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='North Carolina'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/north-carolina-health-plans/nc-... > anchor[href$='.pdf'],pdf,,,,200,c872d7d3fd59fc641f660688c774c350f8e3d4fa16e9f9fca037230c6bd3fddb,133860,N,static,css_selector,0.58,2026-09-07T06:09:51Z,PDF text extraction returned nothing (likely a scanned image or an unsupported encoding); metadata inferred from the URL
UnitedHealthcare,UHC,NC,Medicaid,"UnitedHealthcare Community Plan of North Carolina Prior Authorization Requirements - Effective July 1, 2026",bulletin,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/nc/prior-authorization/NC-PA-7-1-2026.pdf,https://www.uhcprovider.com/en/health-plans-by-state/north-carolina-health-plans/nc-comm-plan-home/nc-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='North Carolina'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/north-carolina-health-plans/nc-... > anchor[href$='.pdf'],pdf,,2026-07-01,,200,819f749ac9ef577e49f9147d125be4d1bda74e5bd12edf8406d0793dc593373c,630470,N,static,css_selector|pdf_text|regex,0.86,2026-09-07T06:09:51Z,collapsed 4 near-duplicate URL(s) under the 'title' rule (e.g. https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/nc/prior-authorization/NC-PA-6-1-2026.pdf)
UnitedHealthcare,UHC,OH,Medicaid,"Prior Authorization Requirements for Ohio - UnitedHealthcare Community Plan of Ohio - Effective Nov. 1, 2025",pa_form,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/oh/prior-auth/OH-UHCCP-PA-Effective-11-1-2025.pdf,https://www.uhcprovider.com/en/health-plans-by-state/ohio-health-plans/oh-comm-plan-home/oh-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Ohio'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/ohio-health-plans/oh-comm-plan-... > anchor[href$='.pdf'],pdf,,2025-11-01,,200,55c13d6c9e95cd78ff4e9648691c5bafb6aa154513a30f70e843bf28b076f9c6,725158,N,static,css_selector|pdf_text|regex,0.86,2026-09-07T06:09:54Z,
UnitedHealthcare,UHC,OH,Medicaid,"UnitedHealthcare Community Plan of Ohio Medicaid Prior Authorization Requirements - Effective Jan. 1, 2025",bulletin,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/oh/prior-auth/OH-UHCCP-PA-Effective-1-1-2025.pdf,https://www.uhcprovider.com/en/health-plans-by-state/ohio-health-plans/oh-comm-plan-home/oh-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Ohio'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/ohio-health-plans/oh-comm-plan-... > anchor[href$='.pdf'],pdf,,,,200,7ed2b8c31fae2be556edbad63d2be237bd6097c9beaa75ccf11dcea42d554fbd,573424,N,static,css_selector|pdf_text,0.78,2026-09-07T06:09:54Z,collapsed 2 near-duplicate URL(s) under the 'title' rule (e.g. https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/oh/prior-auth/OH-UHCCP-PA-Effective-2-1-2025.pdf)
UnitedHealthcare,UHC,RI,Medicaid,"UnitedHealthcare Community Plan Prior Authorization Requirements Rhode Island - Effective May 1, 2026",bulletin,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/ri/prior-authorization-and-notification/RI-UHCCP-PA-5-1-26.pdf,https://www.uhcprovider.com/en/health-plans-by-state/rhode-island-health-plans/ri-comm-plan-home/ri-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Rhode Island'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/rhode-island-health-plans/ri-co... > anchor[href$='.pdf'],pdf,,2026-05-01,,200,1841ef3f03e123986ac8a3534ae99a8eac56f3210d59829e4d5d68ee4d3bd4f6,852569,N,static,css_selector|pdf_text|regex,0.94,2026-09-07T06:09:58Z,collapsed 8 near-duplicate URL(s) under the 'title' rule (e.g. https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/ri/prior-authorization-and-notification/RI-UHCCP-PA-7-1-25.pdf)
UnitedHealthcare,UHC,TN,Medicaid,"UnitedHealthcare Community Plan Prior Authorization Requirements Tennessee - Effective Feb. 1, 2026",provider_manual,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/tn/prior-auth/TN-UHCCP-Prior-Auth-Effective-2-1-2026.pdf,https://www.uhcprovider.com/en/health-plans-by-state/tennessee-health-plans/tn-comm-plan-home/tn-cp-prior-auth.html,seed:uhcprovider.com > robots.txt > seed_path:/en/prior-auth-advance-notification.html > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification.html > anchor[text~='Advance notification and prior author...'] > redirect:www.uhcprovider.com > index:/en/prior-auth-advance-notification/adv-notification-plan... > anchor[text~='Tennessee'] > redirect:www.uhcprovider.com > index:/en/health-plans-by-state/tennessee-health-plans/tn-comm-... > anchor[href$='.pdf'],pdf,,2026-02-01,,200,f5d2cec52f5ebeaeb810e5538b24ecdf4faadff5f1f4f8e06e08c430bb3d8659,792450,N,static,css_selector|pdf_text|regex,0.86,2026-09-07T06:10:00Z,collapsed 1 near-duplicate URL(s) under the 'title' rule (e.g. https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/tn/prior-auth/TN-UHCCP-Prior-Auth-Effective-8-1-2025.pdf)
UnitedHealthcare,UHC,National,Commercial,Application of Desensitizing Medicaments and Resins – Dental Clinical Policy,medical_policy,https://www.uhcprovider.com/content/dam/provider/docs/public/policies/dental/application-medicaments-desensitizing-resins.pdf,https://www.uhcprovider.com/en/policies-protocols/dental-policies.html,seed:uhcprovider.com > robots.txt > seed_path:/en/policies-protocols.html > redirect:www.uhcprovider.com > index:/en/policies-protocols.html > anchor[text~='Dental Clinical Policies and Coverage...'] > redirect:www.uhcprovider.com > index:/en/policies-protocols/dental-policies.html > anchor[href$='.pdf'],pdf,DCP034.14,2025-11-01,,200,51f98593bd71515f7ac1f8bec6e367aeefede5b2cd0ad84c2adb364d6c97012c,255357,N,static,css_selector|pdf_text|regex,1.00,2026-09-07T06:10:01Z,
UnitedHealthcare,UHC,National,Commercial,"Bacterial, Viral, and Fungal Testing of Oral Infections – Dental Clinical Policy",medical_policy,https://www.uhcprovider.com/content/dam/provider/docs/public/policies/dental/bacterial-viral-testing.pdf,https://www.uhcprovider.com/en/policies-protocols/dental-policies.html,seed:uhcprovider.com > robots.txt > seed_path:/en/policies-protocols.html > redirect:www.uhcprovider.com > index:/en/policies-protocols.html > anchor[text~='Dental Clinical Policies and Coverage...'] > redirect:www.uhcprovider.com > index:/en/policies-protocols/dental-policies.html > anchor[href$='.pdf'],pdf,DCP039.12,2025-11-01,,200,27b1cfac8e208b5d2bc68d1a86d734e0c2477a063f408fd6df4962c9a8e6a8c2,223510,N,static,css_selector|pdf_text|regex,1.00,2026-09-07T06:10:03Z,
UnitedHealthcare,UHC,National,Commercial,Biologic Materials for Dental Indications – Dental Clinical Policy,medical_policy,https://www.uhcprovider.com/content/dam/provider/docs/public/policies/dental/bio-materials-soft-hard-tissue-regeneration.pdf,https://www.uhcprovider.com/en/policies-protocols/dental-policies.html,seed:uhcprovider.com > robots.txt > seed_path:/en/policies-protocols.html > redirect:www.uhcprovider.com > index:/en/policies-protocols.html > anchor[text~='Dental Clinical Policies and Coverage...'] > redirect:www.uhcprovider.com > index:/en/policies-protocols/dental-policies.html > anchor[href$='.pdf'],pdf,DCP047.05,2026-05-01,,200,ef84ce4d35e091cc27703433e8621f04d07bc8f04c05c2b6c94ff4f81b6791b0,480646,N,static,css_selector|pdf_text|regex,1.00,2026-09-07T06:10:03Z,
